-1,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
462,"Engineer 3, AI & ML Modeling",$86K - $140K (Glassdoor est.),"Responsible for delivering key projects and initiatives by applying data science & engineering, analytics, and novel technologies such as artificial……
Skills: Elasticsearch, Go, Spark, Apache Hive, Analysis skills",3.8,Comcast Corporation,"Plano, TX",10000+ Employees,1963,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD)
463,High Resolution Monitoring Study Lead Data Analyst (Natural resource Scientist 3)(Project),$40K - $50K (Employer est.),"Note: A master’s degree will substitute for two years, and a Ph.D. degree will substitute for all of the required experience, provided the field of major study……
Skills: Management, Military, Data analysis skills",3.6,State of Washington Dept. of Ecology,"Lacey, WA",10000+ Employees,1889,Government,State & Regional Agencies,Government & Public Administration,$10+ billion (USD)
464,"Sr Advanced Data Scientist (Generative AI, Python, AWS)",$142K - $178K (Employer est.),"You will develop new solutions, evaluate & integrate 3rd party solutions, and deploy state-of-the-art data mining and AI-ML models that leverage physical access……
Skills: Power BI, Microsoft Excel, Data mining, C#, R",4.1,Honeywell,"Pittsford, NY",10000+ Employees,1885,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD)
465,Data Scientist II,$84K - $118K (Glassdoor est.),"Master’s degree in Computer Science or related field. Or Bachelor’s degree in Computer Science or related field and 2 years of related experience.…
Skills: Computer science, Power BI, Data mining, R, Microsoft SQL Server",3.8,Central Mutual Insurance Company,"Van Wert, OH",501 to 1000 Employees,1876,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD)
466,Sr Data Scientist,$111K - $185K (Employer est.),"You are an excellent collaborative mindset to work with various stakeholders and strong communication skills to convey complex technical concepts to non……
Skills: TensorFlow, Performance tuning, Data modeling, Big data, Spark",3.8,Dexcom,"San Diego, CA",5001 to 10000 Employees,1999,Company - Public,Health Care Products Manufacturing,Manufacturing,$1 to $5 billion (USD)
467,Data Scientist,$63K - $98K (Employer est.),"Degree: Mathematics, statistics, computer science, data science or field directly related to the position. Design and oversee the implementation of a Department……
Skills: Data mining, English, Machine learning, AI",-1,"US Offices, Boards and Divisions","Washington, DC",-1,-1,-1,-1,-1,-1
468,Library Collection Data Analyst (Statistical and Data Specialist I),$64K - $107K (Employer est.),"Graduation from an accredited college or university with a bachelor's degree in analytics, informatics, mathematics, survey design, statistics, data science,……
Skills: ArcGIS, Bilingual, Statistical software, Statistics, Spanish",3.9,Fairfax County Government,United States,10000+ Employees,--,Government,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable
469,"Software Engineer (Cloud Data Platform), Ai & Data Platforms",-1,"This would include either database design, database security, DR strategy, develop standard processes, new feature evaluations or analyze workloads to identify……
Skills: Performance tuning, Computer science, PaaS, Google Cloud Platform, Tableau",4.1,Apple,"Austin, TX",10000+ Employees,1976,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD)
470,Decision Science Delivery Project Manager,$77K - $85K (Employer est.),"Serve as primary staff liaison to and partner with clinician work groups to develop content for clinical policy, including: management of project meetings,……
Skills: Management, Microsoft Office, Content development, Organizational skills, Proofreading",4,American College of Cardiology (ACC),"Washington, DC",501 to 1000 Employees,1949,Nonprofit Organization,Membership Organizations,Management & Consulting,$100 to $500 million (USD)
471,"Applied Scientist II, Industry Products",-1,"AWS Industry Products (AIP) is an AWS engineering organization chartered to build new AWS products by applying Amazon’s innovation mechanisms along with AWS……
Skills: Research, Java, AWS, C++, C",3.7,"Amazon Web Services, Inc.","Arlington, VA",Unknown,2006,Subsidiary or Business Segment,Internet & Web Services,Information Technology,$10+ billion (USD)
472,CS - Data Scientist / Machine Learning Engineer Student,$90K - $124K (Glassdoor est.),"BS student in Computer Science, System or Software Engineering, or a related field. Computing fundamentals in algorithm design, data structures, complexity……
Skills: Computer science, Signal processing, DevOps, Data structures, SQL",4.1,INTEL,"Phoenix, AZ",10000+ Employees,1968,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD)
473,Data Scientist,$94K - $143K (Glassdoor est.),"Develop and implement practical strategies for measuring performance of models and processes, to include development of performance measures, design of……
Skills: Microsoft Powerpoint, Qualitative research, Tableau, Change management, Analysis skills",3.9,Orbis Operations Management Company,"McLean, VA",201 to 500 Employees,--,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
474,"Senior Associate, Data Scientist - Marketing Analytics",-1,"Capital One will consider for employment qualified applicants with a criminal history in a manner consistent with the requirements of applicable laws regarding……
Skills: Relational databases, R, Data analysis skills, Databases, SQL",3.9,Capital One,"New York, NY",10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
475,Senior Data Scientist: Digital Product Manager,$143K - $170K (Employer est.),"Lead cross-functional teams, including DTI, Quality, and vendors, to develop strategies that align with organizational goals and ensure the flawless integration……
Skills: Power BI, R, Tableau, SQL, Analysis skills",4.2,Amgen,"Thousand Oaks, CA",10000+ Employees,1980,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
476,People Insights - Director of Data Science & Engineering (Remote),-1,"Provide technical guidance to the People Insights & Solution Design team, leveraging your expertise with a strong emphasis on managing multidisciplinary teams……
Skills: Power BI, R, Tableau, SQL, AWS",4.3,Autodesk,California,10000+ Employees,1982,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD)
477,Data Discovery and Enrichment Expert II (Hybrid or Remote),$35K - $50K (Glassdoor est.),"Performing legal research and analysis. As a Data Discovery and Enrichment Expert II, you will have a good understanding of best practices for creating training……
Skills: Microsoft Powerpoint, Microsoft Excel, Writing skills, Lean, Machine learning",4.1,RELX,"Raleigh, NC",10000+ Employees,1880,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD)
478,Data Scientist Senior - AML/Fraud,$90K - $144K (Glassdoor est.),"Master’s degree in a quantitative field (e.g., Statistics, Mathematics, Economics, Computer Science, Engineering, Quantitative Psychology, Quantitative……
Skills: Data mining, SAS, Military, Writing skills, SQL",3.5,PNC Financial Services Group,"Pittsburgh, PA",10000+ Employees,1845,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
479,Machine Learning Engineer (Computer Vision),$98K - $147K (Employer est.),"Develop and deploy newly trained models on real-world robotic platforms with state-of-the-art inference pipelines. Optimize models for speed and Accuracy.…
Skills: TensorFlow, Statistics, Computer vision, Software deployment, C++",3.2,MHS,"Louisville, KY",1001 to 5000 Employees,1946,Company - Private,Business Consulting,Management & Consulting,$1 to $5 billion (USD)
480,Mathematician,$61K - $105K (Glassdoor est.),"Bachelor’s degree in software engineering/mathematics/data analysis field or equivalent experience. You will work closely with a Game Designer utilizing your……
Skills: Jira, Microsoft Excel, C#, Data analysis skills, Math",3.6,"Arrow International, Inc.","Las Vegas, NV",1001 to 5000 Employees,1967,Company - Private,Consumer Product Manufacturing,Manufacturing,Unknown / Non-Applicable
481,Data Scientist,$125K - $180K (Employer est.),"You will collaborate closely with our engineering, product, design, and customer-facing teams to develop, maintain, and enhance our risk assessment and……
Skills: CI/CD, Statistics, Git, Machine learning, Organizational skills",2.7,Resilience,"Baltimore, MD",1001 to 5000 Employees,2020,Company - Private,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable
482,Associate Health Data Analyst,-1,"The ideal candidate for this position is someone with a recent undergraduate or equivalent background in statistics, biostatistics, bioinformatics,……
Skills: Statistical software, Statistics, MATLAB, R, SQL",4,The University of Pittsburgh,"Pittsburgh, PA",10000+ Employees,1787,College / University,Colleges & Universities,Education,Less than $1 million (USD)
483,Advisor - Statistician in Product Development,$118K - $160K (Glassdoor est.),"Experimental design and analysis support for chemists/biologists and formulation scientists to develop & optimize chemical/biochemical processes as well as oral……
Skills: Statistics, SAS, R, English, Machine learning",4.1,Lilly,"Indianapolis, IN",10000+ Employees,1876,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
484,"Decision Scientist, Fraud and Merchant Risk",$92K - $149K (Glassdoor est.),"2+ years of experience in data science, data analysis, or a related field. Collaborate with data, feature, modeling, and engineering teams from partner groups……
Skills: TensorFlow, R, Data analysis skills, Employee orientation, Git",3.8,Afterpay,"San Francisco, CA",1001 to 5000 Employees,2014,Company - Public,Internet & Web Services,Information Technology,$5 to $25 million (USD)
485,"Algorithm Engineer - Global E-commerce, Generative AI - Seattle",$138K - $238K (Employer est.),"Our team is dedicated to enhancing clients' shopping experience by developing AIGC algorithms in the field of e-commerce, such as e-commerce content……
Skills: TensorFlow, Software deployment, E-commerce, C++, C",3.3,TikTok,"Seattle, WA",10000+ Employees,2016,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
486,Senior Data Scientist (Time Series),$135K - $190K (Glassdoor est.),"Coordinate and collaborate with data science, data engineering, analytic engineering, and other resources to achieve business goals.…
Skills: Spark, SQL, Project management, Machine learning, Forecasting",3.7,Bose,"Atlanta, GA",5001 to 10000 Employees,1964,Company - Private,Consumer Product Manufacturing,Manufacturing,$1 to $5 billion (USD)
